bike_number,bike_model,accumulated_hours_past,total_trips_past
17165,CLASSIC,7.775281388888889,27
17176,CLASSIC,7.212110833333333,39
17178,CLASSIC,11.362547222222222,44
17183,CLASSIC,7.7077422222222225,32
17195,CLASSIC,6.2973252777777775,25
17200,CLASSIC,12.935665555555556,41
17208,CLASSIC,4.671695277777777,23
17210,CLASSIC,8.313634444444444,36
17218,CLASSIC,6.384125555555555,25
17221,CLASSIC,7.6743,21
17223,CLASSIC,13.316513055555555,57
17245,CLASSIC,2.133714722222222,7
17266,CLASSIC,7.530470833333333,23
17305,CLASSIC,11.413496666666667,43
17317,CLASSIC,3.381299444444444,19
17318,CLASSIC,14.759025,41
17335,CLASSIC,5.4693425,22
17336,CLASSIC,10.855214722222222,36
17343,CLASSIC,6.080724166666666,31
17348,CLASSIC,13.89777638888889,65
17377,CLASSIC,9.025139444444445,30
17390,CLASSIC,7.650114722222222,30
17392,CLASSIC,6.197298333333333,24
17393,CLASSIC,6.7788361111111115,31
17407,CLASSIC,4.2419325,19
17412,CLASSIC,14.938088055555557,32
17433,CLASSIC,4.779111944444445,15
17444,CLASSIC,9.033381666666667,35
17447,CLASSIC,8.629500555555556,31
17450,CLASSIC,6.428623611111111,26
17455,CLASSIC,4.323902777777778,18
17465,CLASSIC,6.5083825,32
17474,CLASSIC,13.246860833333333,56
17482,CLASSIC,7.943541944444444,35
17485,CLASSIC,2.6761175,17
17486,CLASSIC,6.812814722222222,24
17488,CLASSIC,7.670798055555555,35
17490,CLASSIC,1.368931388888889,4
17502,CLASSIC,5.838126944444444,27
17504,CLASSIC,6.053148055555556,26
17515,CLASSIC,6.6695238888888895,15
17522,CLASSIC,3.951946388888889,16
17527,CLASSIC,10.67630638888889,42
17575,CLASSIC,6.049677777777777,26
17580,CLASSIC,4.2140233333333335,19
17590,CLASSIC,5.350478055555556,24
17601,CLASSIC,9.476659722222223,36
17617,CLASSIC,6.055326388888889,27
17626,CLASSIC,10.564783888888888,49
17635,CLASSIC,7.332144722222222,33
17644,CLASSIC,8.075631944444444,29
17653,CLASSIC,5.3211691666666665,27
17656,CLASSIC,10.304163611111111,46
17663,CLASSIC,5.476232222222222,20
17664,CLASSIC,10.665066944444444,25
17681,CLASSIC,9.814058055555556,41
17695,CLASSIC,10.941879166666666,38
17698,CLASSIC,12.797810277777778,39
17707,CLASSIC,4.055198055555556,15
17711,CLASSIC,10.317561111111111,46
17718,CLASSIC,12.029637777777777,51
17719,CLASSIC,4.579893055555556,23
17728,CLASSIC,3.850467222222222,12
17733,CLASSIC,13.1843325,37
17742,CLASSIC,11.797456666666667,55
17794,CLASSIC,14.686307777777778,57
17799,CLASSIC,12.166991388888889,50
17813,CLASSIC,6.365925,34
17815,CLASSIC,2.524793888888889,11
17830,CLASSIC,11.592282222222222,34
17833,CLASSIC,8.004789722222222,37
17834,CLASSIC,4.732152222222222,18
17835,CLASSIC,4.788189166666667,24
17836,CLASSIC,16.902329444444444,56
17843,CLASSIC,12.314799166666667,49
17876,CLASSIC,2.1187186111111114,6
17905,CLASSIC,1.8714333333333333,7
17912,CLASSIC,3.059104722222222,11
17917,CLASSIC,1.2052072222222223,6
17921,CLASSIC,12.527093888888889,43
17931,CLASSIC,11.044170833333334,32
17950,CLASSIC,12.134468611111112,48
17978,CLASSIC,2.637106111111111,13
18014,CLASSIC,14.40742,56
18026,CLASSIC,7.421038055555556,25
